dataset,surrogate model,acquisition function,num_iteration,time,Median(model_runs),Mean(model_runs),Standard_Deviation(model_runs),alpha,eta,num_topics
dataset_name,RF,LCB,0,191.84540057182312,-0.0014725088166734,-0.0008869725130951996,0.004331274448647051,2.43075056778473,3.4288758752376007,15
dataset_name,RF,LCB,1,119.41750764846802,-0.0028592821924705546,-0.001234499317363908,0.006304703309002293,2.964630246506867,1.919865564777205,5
dataset_name,RF,LCB,2,137.7929971218109,-0.0055810108602142175,-0.002378476211452595,0.005629124975294016,1.611829307557815,2.9861546717874874,6
dataset_name,RF,LCB,3,179.77427005767822,-0.003976967240595434,-0.0026853884079122764,0.003547430277084097,4.509781223032633,0.9548581064535537,12
dataset_name,RF,LCB,4,202.6944236755371,-0.004226673828568317,-0.003363304604555188,0.0017042332147921928,3.743369773896765,1.0214903707794427,15
dataset_name,RF,LCB,5,220.33124899864197,-0.005127488118622179,-0.0016936481059625203,0.005286530617982224,0.04695574258861287,3.958236302750106,13
dataset_name,RF,LCB,6,204.60643124580383,-0.0017728412146593882,-0.002561755380940371,0.0027553908807832015,2.035185193473529,4.679770955257306,14
dataset_name,RF,LCB,7,199.91568446159363,-0.003657261587997505,-0.002175127570574223,0.0030945407463583772,2.831558707425322,3.9584723440770224,15
dataset_name,RF,LCB,8,209.8337595462799,-0.007115281319668143,-0.006165681985036413,0.0018071044172714853,2.277419251034904,4.966715984699198,15
dataset_name,RF,LCB,9,199.34276056289673,0.00019812925573392374,-0.0013818444865169059,0.006573030586933365,0.5488687622075595,3.632463349750623,15
dataset_name,RF,LCB,10,200.34694814682007,-0.002326310621531797,-0.0013998310446914017,0.0042073101507119496,1.1995977416995829,3.5458340575979617,15
dataset_name,RF,LCB,11,195.6888825893402,0.0011538407010509978,-0.00011833675396820883,0.007298148925182359,0.9309031681054873,3.761145609818908,15
dataset_name,RF,LCB,12,190.00776982307434,-0.0022635960903054243,-0.001834086681259559,0.00659170060693948,0.542614387689264,3.823056125835341,15
dataset_name,RF,LCB,13,184.83912754058838,0.004456759330134104,0.005473022650644687,0.0036046656168093653,0.0019631538769124108,4.31162646085596,15
dataset_name,RF,LCB,14,175.9415476322174,9.045266314885956e-05,0.0019128513251854505,0.008488569963906113,0.047852967288969844,4.543971793766386,15
dataset_name,RF,LCB,15,204.63081526756287,-0.0004391132754656186,-0.00022087141304577042,0.007654450980228421,0.13333740452507414,4.7013034305631844,15
dataset_name,RF,LCB,16,156.83571553230286,0.0084841240732935,0.010969490308978336,0.0066006396970537,0.14078484605497166,4.893753716997072,14
dataset_name,RF,LCB,17,133.99555778503418,-0.002225369103386689,0.00766089064799592,0.012359899544205116,0.272322673170612,4.747530170073279,9
dataset_name,RF,LCB,18,133.4772388935089,0.0040114565133605755,0.0043301543670505194,0.012423423193367434,0.14927982222333308,4.81900639827866,5
dataset_name,RF,LCB,19,141.32344484329224,0.0008725638497638789,-0.00047529684158254014,0.006607902484650402,0.137935262591576,4.871418105946551,7
dataset_name,RF,LCB,20,305.46716594696045,0.002366261364841454,0.005507608828861942,0.007085421136402097,0.13996677467044852,4.836620707626753,7
dataset_name,RF,LCB,21,273.89772367477417,0.007006701347234924,0.00805439381068623,0.010350642022190649,0.1626748320464403,4.910966034031678,5
dataset_name,RF,LCB,22,169.57746839523315,0.005112927793861319,0.005367331260491396,0.004110150479897258,0.17786730531943676,4.904170977645615,9
dataset_name,RF,LCB,23,204.32935857772827,0.005863089767852158,0.005150059973832869,0.009488343127603965,0.16208865908830614,4.936423946826977,15
dataset_name,RF,LCB,24,165.9885058403015,-0.002239698492727758,-0.0024341979768180443,0.006963578813152955,0.22576339795295794,4.945612909167248,9
dataset_name,RF,LCB,25,166.6967372894287,0.007296192460771024,0.00684665760045743,0.0019723202953863964,0.1851993003834902,4.969549532214074,9
dataset_name,RF,LCB,26,183.0459017753601,0.002214760708022323,0.004404820446399377,0.011329828126740518,0.19323427113400152,4.98675505354442,14
dataset_name,RF,LCB,27,194.9974648952484,-0.004774582221012429,-0.0059143878733149665,0.004425869813136124,0.17509059118412376,4.964388339940688,15
dataset_name,RF,LCB,28,181.15664958953857,0.007416010039828474,0.00813546155867013,0.005083959522848196,0.06109688288202901,4.909839576141378,13
dataset_name,RF,LCB,29,199.93137383460999,0.00844389289199762,0.009260183908795523,0.007551503530877518,0.14264846779799126,4.9276054736821875,15
