"id","id_openstreetmap","nome","latitude","longitude"
137,"4136841","Riserva Mondiale della Biosfera Unesco del Monte Peglia",42.8177952,12.2094685

138,"2965870","Chiesa di San Sabino",42.87851600651196,12.742839408069434

139,"4137179","Palazzo Altieri",42.85758761050343,12.366002354729961

140,"4137619","Parco e museo vulcanologico di San Venanzo",42.86844134488724,12.266398191339947

141,"4134539","Vecchio Palazzo comunale e torre - Fossato di Vico",43.294780839577506,12.76122728575732

142,"4137653","Le Rughe di Fossato di Vico",43.294842886266544,12.761310848791318

143,"4138322","Chiesa di San Pietro",43.294296658791446,12.761728160819075

144,"4137602","Chiesa di San Benedetto - Fossato di Vico",43.295651666473745,12.76108806318186

145,"4137670","Cappella della Piaggiola",43.29528799724053,12.76175585798449

146,"4137636","Ponte Romano Spiano",43.33794513070578,12.731643782210643

147,"4138372","Scheggia, tra storia e natura",43.40361975710741,12.667957062709668

148,"4134681","Torre pendente di Vernazzano",43.22000462923478,12.101480412109774

149,"4669253","Chiesa di San Domenico e Museo della Confraternita",43.126967168694925,12.052585251981455

150,"4672975","La Calamita Cosmica",42.958037737589486,12.708138456519556

151,"4129410","Rocca maggiore di Assisi",43.07301824393332,12.615594941478196

152,"4132129","Greppolischieto e l'antica Città  di Fallera",42.94526390348304,12.151984098571628

153,"4673711","Museo Regionale dell'Emigrazione ""Pietro Conti""",43.231517117940136,12.784603833300872

154,"4134732","Cattedrale di San Benedetto",43.23119082522441,12.785301863258155

155,"4136295","Palazzo Comunale - Gualdo Tadino",43.231073265463934,12.78475710469944

156,"4136278","Abbazia di Sant'Emiliano in Congiuntoli",43.41520174147959,12.781685950530594

157,"4134630","Chiesa di San Francesco - Costacciaro",43.35897485705048,12.711747199445037

158,"4133625","Chiesa di Sant'Agostino - Sigillo",43.3311415205327,12.741013521164852

159,"4137687","Chiesa di Sant'Anna - Sigillo",43.33268988278918,12.73653420928241

160,"4137468","Chiesa di Santa Maria Assunta - Valfabbrica",43.15971907109211,12.60162907131767

161,"4138160","Chiesa di San Sebastiano - Valfabbrica",43.158468064560104,12.601173307932418

162,"4129885","Santuario della Madonna dell'Olmo",43.19797211770198,12.646102725571865

163,"4136756","Chiesa di Santa Maria Assunta - Sigillo",43.349939241011384,12.726726913443013

164,"4137414","ll Sentiero Francescano della Pace",43.1588812,12.601164400000016

165,"4138289","HYDRA, Museo Multimediale della Cascata delle Marmore",42.54826984138004,12.718843857885492

166,"4590139","La cinta muraria di Bettona",43.01224584776079,12.486020606442727

167,"4136226","Urvinum Hortense",42.98457841564359,12.525339623024129

168,"4130112","Villa del Boccaglione",43.02372849202013,12.50150137316834

169,"4136209","Museo del Ricamo e del Tessile - Valtopina",43.05902952819021,12.754638032812801

170,"4131327","Santuario dell'Amore Misericordioso ed Eucaristico",42.74710915278363,12.482267196487133

171,"4131344","Tempio San Fortunato",42.78027125081355,12.406132502865026

172,"4131361","Chiesa di Santa Maria della Pietà - Umbertide",43.310168206201574,12.326324656898066

173,"4131412","Chiesa Ottagonale Santa Maria della Reggia - Umbertide",43.306146028509936,12.328658254477883

174,"4131446","Chiesa di San Bernardino - Umbertide",43.304477152484495,12.326469304906983

175,"4131463","Palazzo Comunale - Montefalco",42.89365570631978,12.652383998116129

176,"4131480","Chiesa Parrocchiale di San Nicolò - Montecastrilli",42.64779879876426,12.483579073928022

177,"4131497","Eremo di Monte Corona - Umbertide",43.27577999584445,12.35050928176721

178,"4131514","Preggio - Umbertide",43.241749856594616,12.223012025266744

179,"4131549","Rocca di Umbertide",43.30672933092714,12.327879006459664

180,"4131583","Sculture nella città  - Spoleto 1962",42.7404881,12.737800300000004

181,"4131599","Bosco sacro di Monteluco",42.72417518830408,12.750799714914406

182,"4131703","Museo Nazionale del Ducato di Spoleto",42.73430996123696,12.741892988899728

183,"4131720","Chiesa di San Giovanni Battista di Eggi",42.75837229972106,12.777928991503394

184,"4131756","Chiesa di Sant'Alò",42.56224440538731,12.644296932056463

185,"4131805","Oratorio San Crescentino",43.38536727869473,12.124619779297111

186,"4131855","Abbazia Badia Petroia",43.380672323645214,12.179470247719335

187,"4131873","Santuario della Madonna di Belvedere",43.477922384108076,12.266824780868054

188,"4131891","Chiesa di San Francesco",43.45845066799192,12.240329473311965

189,"4131908","Chiesa di San Francesco - Cascia",42.71797225171532,13.013867739327187

190,"4131925","Convento di San Francesco",42.4984430631028,12.658798523206961

191,"4131959","Arco Etrusco di Perugia",43.11452916064736,12.389635344776135

192,"4131976","Palazzo del Popolo Todi",42.7821793981596,12.406364541923608

193,"4132061","Chiesa di San Martino - Fabro",42.86362365534091,12.012847239719925

194,"4132078","Città di Castello tra arte, eventi, storia e artigianato",43.45688279404627,12.238188356583402

195,"4132146","Eremo Sacro Speco di San Francesco",42.4565038273958,12.596905355054739

196,"4132212","Chiesa parrocchiale dei SS. Apostoli Pietro e Paolo",42.91674298622367,12.051288213784579

197,"4132401","Castello di Fabro",42.8640723372537,12.013207361148314

198,"4132418","Abbazia di Santa Maria Valdiponte a Montelabate",43.19860733365275,12.49233177356436

199,"4132470","Eremo di San Francesco",42.72453946822113,12.75043789158552

200,"4132487","Chiesa di San Francesco a Gubbio",43.35173987114979,12.576281380138028

201,"4132525","Chiesa di San Francesco a Terni",42.56435020806687,12.645440360225972

202,"4132545","Chiesa di San Salvatore - Usigni",42.69780522468203,12.93427515309594

203,"4132579","Chiesa collegiata di Santa Croce",43.06780937133491,12.549765844699428

204,"4132596","Tesoro di Canoscio a Città di Castello",43.456557712149106,12.237678433839493

205,"4132630","Anfiteatro Romano",43.07103101080813,12.620150868256545

206,"4132647","Palazzo del Podestà  - Città  di Castello",43.457335504553114,12.23953654389036

207,"4132664","Pinacoteca Comunale - Città di Castello",43.45438900080702,12.239542339533244

208,"4132681","Palazzo dei Priori - Assisi",43.07101754953666,12.614668822685088

209,"4132715","Cattedrale dei Santi Florido e Amanzio di Città  di Castello",43.456755078066294,12.237633699819348

210,"4132748","Collezione Burri - Palazzo Albizzini - Città  di Castello",43.45848874729226,12.240918571755085

211,"4132765","Collezione Burri - Ex Seccatoi del Tabacco - Città di Castello",43.45259055206054,12.24634152448983

212,"4132815","Chiesa di San Francesco al Prato",43.114096672147866,12.383546651123478

213,"4132832","Basilica Santa Chiara di Assisi",43.068849989857775,12.617006431804022

214,"4132850","Palazzo del Capitano del Popolo - Assisi",43.0713326221444,12.614622370329256

215,"4132868","Basilica di Santa Maria degli Angeli",43.058144918684576,12.579796235981505

216,"4132938","Convento e chiesa di San Damiano",43.06150415331534,12.618055030064086

217,"4132956","Santuario della Spogliazione",43.06964247924318,12.614274335255244

218,"4132991","Chiesa di San Nicola - Scheggino",42.7126322088186,12.831771572949458

219,"4133008","Chiesa di San Michele Arcangelo - Bastia Umbra",43.068054615551254,12.549637234522455

220,"4133059","Fontana - Bevagna",42.932774623133774,12.607850878364914

221,"4133076","Palazzo dei Consoli - Bevagna",42.932774623133774,12.607850878364914

222,"4133093","Chiesa di San Silvestro a Bevagna",42.9329435188379,12.6077566819835

223,"4133110","Villa Fidelia - Spello",42.9987125198474,12.664305456091679

224,"4133143","Chiesa di San Francesco - Foligno",42.95404960039421,12.70401092082048

225,"4133177","Chiesa di San Michele Arcangelo - Bevagna",42.932781087525846,12.607851084896764

226,"4133264","Palazzo Lepri",42.93346509623197,12.608721631396937

227,"4133281","Chiesa della Madonna del Carmine - Montefranco",42.59888741912031,12.762555693343252

228,"4133399","Palazzo Comunale - Spello",42.99187232713144,12.671526633504197

229,"4133469","Murales",42.4038614,12.569369400000028

230,"4133486","Monastero Museo delle Orsoline",42.40148361237977,12.567534329598786

231,"4133520","Presepe Monumentale e Oratorio di Sant'Antonio - Calvi dell'Umbria",42.401479727111315,12.567538336192698

232,"4133537","Chiesa della Santissima Trinità  - Calvi dell'Umbria",42.400674316861334,12.56657557836851

233,"4133554","Chiesa di San Francesco - Calvi dell'Umbria",42.407620191647645,12.562346142442864

234,"4133572","Chiesa di S. Maria Assunta",42.40181718704928,12.566703666882225

235,"4133590","Chiesa di San Bernardino - Montefranco",42.59273828077821,12.756545825161636

236,"4133766","Pieve di San Gregorio in Nido",42.830151233227426,12.665849518433067

237,"4133837","Chiesa di San Pancrazio",42.704754412886544,11.979563989243522

238,"4133854","Santuario Madonna della Stella - Cerreto di Spoleto",42.737251280922194,12.936352986815027

239,"4133890","Citerna, uno dei borghi più belli d'Italia",43.4986286829624,12.114485821078729

240,"4133925","San Francesco - Citerna",43.49839248079447,12.116179311010917

241,"4133942","Chiesa di San Michele Arcangelo - Citerna",43.498335310610834,12.115730500687622

242,"4133960","Chiesa di Santa Maria Assunta - Cerreto di Spoleto",42.80616422240498,12.911844630084236

243,"4133978","Ex Monastero di San Giacomo - Cerreto di Spoleto",42.771857764485,12.936066637166302

244,"4134011","Camminamento medievale",43.4980229130007,12.117850606175729

245,"4134028","La Scarzuola e la Città  ideale di Tommaso Buzzi",42.89873602756306,12.152927561096273

246,"4134077","Ex Convento e Chiesa di Santa Caterina - Monteleone di Spoleto",42.651495432611696,12.954197140149649

247,"4134111","Chiesa e convento di San Francesco - Monteleone di Spoleto",42.65237304426204,12.95259158443113

248,"4134145","Castello di Castel di Fiori",42.906952039468834,12.10916030220879

249,"4134162","Chiesa di Maria SS.Assunta in Cielo - Montegabbione",42.92137882911319,12.092605563324739

250,"4134179","Chiesa della Madonna delle Grazie - Montegabbione",42.921074182547635,12.087624576307954

251,"4134196","Castello di Attigliano",42.51456720464414,12.288614323319042

252,"4134247","Chiesa di San Lorenzo",42.51459724825442,12.292413045263242

253,"4134264","Fontana dei Delfini",42.51474373210127,12.289333953471424

254,"4134281","Chiesa di Santa Cecilia",42.690404484841885,12.546394509385136

255,"4134298","Chiesa del Sacramento",42.69001997963432,12.546278703233568

256,"4134315","Chiesa della Madonna Giglio",42.69014195140595,12.545586094882038

257,"4134332","Chiesa San Francesco - Acquasparta",42.69318543594511,12.545410059950019

258,"4134383","Castello di Scheggino",42.712787293922815,12.831344535948915

259,"4134451","Chiesa di S. Giovanni Battista - Arrone",42.58348627732655,12.767162848593108

260,"4134503","Chiesa di San Francesco - Sellano",42.88886033038859,12.926648021186079

261,"4134575","Chiesa di Santa Maria Assunta di Arrone",42.584284132673986,12.767437216192333

262,"4134592","La ceramica di Gualdo Tadino",43.23104086513957,12.784786497410384

263,"4134698","Casacastalda",43.19657106164684,12.647845411096215

264,"4134715","Antiquarium - Baschi",42.670065474334585,12.216346977924198

265,"4134805","Eremo della Pasquarella",42.72529380964501,12.306343157513194

266,"4134822","Museo dell'Ovo Pinto a Civitella del Lago",42.71137270723233,12.2812717959016

267,"4134839","Chiesa della Santissima Trinità - Avigliano Umbro",42.651495944562555,12.427624886579785

268,"4134856","Chiesa Santissima Annunziata",42.65738100409172,12.34804727292355

269,"4134873","Chiesa di San Nicolò - Lisciano Niccone",43.235311932328585,12.184104125366154

270,"4134924","Cattedrale dei Santi Mariano e Giacomo - Gubbio",43.35385195284264,12.579809194225756

271,"4134941","Chiesa di Santa Maria Nuova",43.350468781484366,12.583011418235843

272,"4134957","Palazzo dei Consoli",43.35340654818921,12.578468853266433

273,"4134974","Antiquarium del Teatro romano - Gubbio",43.35183592677769,12.57243232137553

274,"4134991","Piazza Quaranta Martiri e Logge dei Tiratori - Gubbio",43.352145556805674,12.577488989709654

275,"4135041","Abbazia di Vallingegno",43.251323034604894,12.562581371682205

276,"4135079","Basilica di Sant'Ubaldo",43.35644151607237,12.584680220917168

277,"4135095","La ceramica di Gubbio",43.35309909321968,12.579210045093083

